ticker,date,headline,content,source,overall_sentiment_score,overall_sentiment_label
AAPL,2023-08-15,Ford taps Apple exec to build high-margin digital services,"Ford Motor has appointed former Apple executive Peter Stern as president of its new Ford Integrated Services unit to develop high-margin digital and subscription services. This move aligns with Ford's strategy to generate recurring revenue from vehicle-connected services, similar to Apple's model with its hardware. Stern will focus on integrating hardware, software, and services across Ford's various units, with a particular emphasis on expanding its BlueCruise hands-free driving package.",Reuters,0.246536,Somewhat-Bullish
AAPL,2023-08-15,What To Consider When Using Generative AI,"The article discusses the considerations for using generative AI tools in a business context, focusing on security risks like data leakage and accuracy issues such as hallucinations. It highlights how consumer generative AI tools can pose dangers for sensitive corporate information and accuracy, leading many companies to restrict their use. The piece concludes by advocating for enterprise-specific generative AI solutions, like C3 Generative AI, that are designed for secure and reliable data handling to mitigate these risks.",C3 AI,-0.056519,Neutral
AAPL,2023-08-16,Production of Apple iPhone 15 reportedly kicks off in India,"Apple has reportedly started the production of its upcoming iPhone 15 in India through its main manufacturer, Foxconn, at a facility in Tamil Nadu. This move is part of Apple's strategy to reduce its reliance on China for manufacturing and aims to shorten the lag time between Indian and Chinese assembled iPhones. The iPhone 15 is anticipated to be unveiled in September, with other manufacturers like Pegatron also expected to begin production in India soon.",Fox Business,0.348485,Somewhat-Bullish
AAPL,2023-08-17,Apple Card named Best Co-Branded Credit Card for Customer Satisfaction with No Annual Fee by J.D. Power,"Apple Card, issued by Goldman Sachs, has been recognized for the third consecutive year as the Best Co-Branded Credit Card for Customer Satisfaction with No Annual Fee by J.D. Power. This award highlights Apple Card's commitment to user financial health, including features like Daily Cash rewards and the recently launched Savings account, which has accumulated over $10 billion in deposits. Apple and Goldman Sachs continue to collaborate on expanding the value and benefits offered to Apple Card users.",Apple,0.580395,Bullish
AAPL,2023-08-17,WEBTOON is ready to take on Apple and Amazon (and win),"WEBTOON's CEO, Kim Junkoo, is confident his company can compete with tech giants like Apple and Amazon in the digital comic space, citing their unique creator economy and extensive user data. Despite Amazon and Apple Japan launching their own vertical scroll comic formats, Junkoo believes these companies cannot replicate WEBTOON's developed ecosystem and massive user base of 85.6 million, largely under 30, and nearly a million creators. He suggests that if big tech were serious about the IP-creating business, they would have to acquire WEBTOON.",Popverse,0.069656,Neutral
AAPL,2023-08-20,Nine million and counting: The controversial shopping app sweeping Australia,"Temu, a Chinese-owned online marketplace, has rapidly become Australia's fastest-growing shopping app, amassing over 9.2 million users since its April launch. Despite its popularity driven by low prices and strong advertising, Temu faces controversy regarding alleged forced labor, counterfeit goods, and a lack of financial transparency from its parent company, PDD Holdings. The article highlights Temu's significant market presence and the ethical questions surrounding its operations.",Forbes Australia,0.158178,Somewhat-Bullish
AAPL,2023-08-22,Congress Large Cap Growth ETF Holdings,"The Congress Large Cap Growth ETF (CAML), established on August 22, 2023, is an actively managed fund investing in large-cap companies for long-term capital growth. With $333.49 million in assets under management and 41 holdings, its top investments include NVIDIA, Apple, and Alphabet. The ETF focuses on companies anticipated to experience earnings growth.",Quiver Quantitative,0.297651,Somewhat-Bullish
AAPL,2023-08-23,"Arm, the Chip Designer, Files for an I.P.O. Expected to Be Among the Largest (Published 2023)","Arm, the chip design company owned by SoftBank, has filed for an initial public offering (IPO) on the Nasdaq exchange, which is anticipated to be one of the largest in recent years. This move follows Nvidia's abandoned bid to acquire Arm for $40 billion 18 months prior. The IPO will provide SoftBank with additional capital for investments, and SoftBank will retain its position as Arm's controlling shareholder.",The New York Times,0.173228,Somewhat-Bullish
AAPL,2023-08-23,NVIDIA Announces Financial Results for Second Quarter Fiscal 2024,"NVIDIA reported record revenue of $13.51 billion for the second quarter of fiscal 2024, a 101% increase from a year ago, driven by strong growth in Data Center revenue at $10.32 billion. The company also announced a new $25.00 billion share repurchase authorization and provided a positive outlook for the third quarter, expecting revenue of $16.00 billion. The CEO highlighted the ongoing transition to accelerated computing and generative AI as key drivers for NVIDIA's success.",NVIDIA Newsroom,0.570043,Bullish
AAPL,2023-08-23,The best ETFs for retirement income,"This article explores the best ETFs for retirement income, focusing on conservative asset allocation ETFs and tactical overlays for retirees. It discusses how these ETFs can help reduce volatility, hedge inflation, and generate income, with insights from financial experts on their suitability for different risk tolerances and financial situations. The author also delves into defensive sector ETFs and low-volatility ETFs as additional strategies for Canadian retirees.",MoneySense,0.203915,Somewhat-Bullish
AAPL,2023-08-24,"Invesco S&P 500 Revenue ETF (RWL) Stock Price, Holdings, Dividend Yield","This article provides a detailed overview of the Invesco S&P 500 Revenue ETF (RWL), including its current stock price, key financial metrics like PE ratio and dividend yield, and its top holdings as of November 30, 2025. It also covers the ETF's performance data, asset allocation, and recent trades. The fund holds 502 stocks with Walmart, Amazon, and Apple among its largest positions.",GuruFocus,0.171591,Somewhat-Bullish
AAPL,2023-08-24,"John Warnock, Inventor of the PDF, Dies at 82","John Warnock, co-founder of Adobe Systems and inventor of the ubiquitous Portable Document Format (PDF), died on August 19 at the age of 82. His innovations in computer graphics, including PostScript and PDF, were instrumental in enabling modern personal computing and visually rich digital experiences. Warnock's persistent goal was to ensure consistent document rendering across different computers and printers.",The New York Times,0.145991,Neutral
AAPL,2023-08-25,Early Apple computer that helped launch $3T company sells at auction for $223K,"One of the first Apple-1 personal computers, signed by co-founder Steve Wozniak, recently sold at auction for over $223,000. This fully operational vintage computer was one of about 200 manufactured in Apple co-founder Steve Jobs' garage in the 1970s, contributing to the launch of the now multi-trillion dollar company. The auction also included the sale of an original handwritten advertisement by Jobs and an early Apple company check signed by both Jobs and Wozniak.",The National News Desk,0.324797,Somewhat-Bullish
AAPL,2023-08-27,'Not just money and math': Young people are willing to sacrifice returns for ESG,"New data reveals that young investors are increasingly willing to sacrifice investment returns to align their portfolios with environmental, social, and governance (ESG) causes they care about. This trend is particularly strong among Gen Z and millennials, with many prepared to underperform market averages for values-aligned investments. Behavioral scientists suggest this reflects a need for young people to signal their values and identity through their investment choices.",CNBC,0.058388,Neutral
AAPL,2023-08-27,"Corporate America’s Chief Critic, Carl Icahn, Gets His Comeuppance (Published 2023)","Carl Icahn, a notorious activist investor, recently faced a challenge from short seller Nathan Anderson, who questioned the financial stability of Icahn Enterprises, Icahn's publicly traded company. This led to Icahn Enterprises cutting its dividend by half. The situation is seen as an embarrassing turn for Icahn, as he experienced tactics similar to those he has often used against other companies.",The New York Times,-0.104872,Neutral
AAPL,2023-08-28,"Hedge fund exposure to 7 biggest tech stocks at record high, Goldman Sachs says","Hedge funds have reached record exposure to the seven largest tech stocks by market capitalization, according to Goldman Sachs data, driven by strong performance and the artificial intelligence theme. These seven stocks, including Nvidia, Apple, and Microsoft, now constitute about 20% of the total net market value held by hedge funds tracked by Goldman Sachs. Despite the concentration risk, investment managers rationalize these allocations due to the significant returns generated by these companies this year.",Reuters,0.419695,Bullish
AAPL,2023-08-29,"Apellis to lay off 25% of staff, trim research in major restructuring","Apellis Pharmaceuticals announced a major restructuring, including a 25% workforce reduction (about 225 employees) and trimmed research spending, to focus resources on its newly approved vision loss drug, Syfovre. This move is expected to save up to $300 million through 2024, helping to extend its operational runway. The restructuring follows a sudden stock price decline spurred by reports of rare but potentially blinding side effects associated with Syfovre, though the company suggests these issues might be unrelated to the drug itself.",BioPharma Dive,0.154314,Somewhat-Bullish
AAPL,2023-08-29,Apple partner Globalstar taps former Qualcomm executive Paul Jacobs as CEO,"Globalstar, the satellite firm partnering with Apple for emergency communication services, has appointed former Qualcomm CEO Paul Jacobs as its new chief executive, replacing David Kagan. The announcement led to a nearly 20% surge in Globalstar's shares. Jacobs' appointment also involves a deal between Globalstar and XCOM Labs, a wireless tech startup he co-founded, for exclusive access to certain technologies and personnel.",The Economic Times,0.340587,Somewhat-Bullish
AAPL,2023-08-29,Globalstar Names XCOM Labs Founder Paul Jacobs as CEO,"Globalstar, an international telecom infrastructure provider, has appointed Paul Jacobs, founder and CEO of XCOM Labs and former CEO of Qualcomm, as its new CEO. Jacobs brings extensive experience and a proven track record in the wireless industry, with a focus on innovation and growth. The appointment coincides with a strategic perpetual licensing agreement with XCOM Labs, granting Globalstar exclusive access to key XCOM technologies and personnel to drive strategic initiatives and deliver innovative solutions.",PYMNTS.com,0.279144,Somewhat-Bullish
AAPL,2023-08-29,Globalstar hires former Qualcomm CEO for 'next phase',"Globalstar has appointed Paul Jacobs, former Qualcomm CEO, as its new CEO and will license technology from his XCOM Labs startup. Jacobs will lead Globalstar during a crucial period, as the company's satellites power Apple's iPhone emergency calling functions and it prepares to expand its IoT services and leverage its Band 53 spectrum. The licensing agreement with XCOM Labs, valued at approximately $64 million in stock, grants Globalstar exclusive access to XCOM's capacity-multiplying technology for its Band 53 spectrum.",Light Reading,0.26901,Somewhat-Bullish
AAPL,2023-08-29,How space traffic in orbit could spell trouble on Earth,"The increasing number of satellites in Earth's orbit, particularly large constellations like Starlink, significantly raises the risk of catastrophic collisions and the generation of more space debris. Such collisions could disrupt vital services on Earth, including GPS, communication, weather forecasting, and intelligence gathering. The current patchwork of international regulations is insufficient to manage this growing traffic, highlighting the urgent need for a formal, coordinated global system to prevent disasters and maintain the functionality of orbital infrastructure.",Coda Story,-0.174059,Somewhat-Bearish
AAPL,2023-08-30,Apple announces next Impact Accelerator class for businesses advancing environmental innovation,"Apple has announced its third Impact Accelerator class, a cohort of 12 Black-, Hispanic/Latinx-, and Indigenous-owned businesses focused on environmental solutions and green technology. This program is part of Apple's Racial Equity and Justice Initiative, aiming to help diverse businesses scale their impact and contribute to a greener, more equitable future. The participating companies offer solutions addressing climate change, resource management, and smarter chemistry, and will receive extensive support and mentorship from Apple.",Apple,0.485733,Bullish
AAPL,2023-08-30,"The Fishbowl: Lydia Parker, Samsung Ads Europe","This article features an interview with Lydia Parker, Head of International Agencies at Samsung Ads Europe, as part of The Media Leader's ""Fishbowl"" series. She discusses her career progression, professional experiences, leadership strategies in a hybrid work environment, changes in client conversations due to the booming CTV market, and her favorite ad.",The Media Leader,0.133662,Neutral
AAPL,2023-08-31,Details on InvestigateTV+,"InvestigateTV+ launched its new weekday news magazine program on September 11, featuring groundbreaking investigations from Gray’s award-winning team, national reporters, and stories on consumer issues, health, and inspiration. Full episodes are available on their website and dedicated apps (Roku, Amazon Fire, AppleTV), alongside their weekend show focusing on longform investigative journalism. The article also lists recent topics covered by InvestigateTV+.",www.investigatetv.com,0.199815,Somewhat-Bullish
AAPL,2023-09-01,An Apple-leased building in Sunnyvale sold for $41M,"A Miami real estate firm, BentallGreenOak, purchased an Apple-leased office-and-research building in Sunnyvale for $41 million. This transaction highlights ongoing commercial real estate activity in Silicon Valley. The article briefly mentions the high price paid for the property.",The Business Journals,0.175738,Somewhat-Bullish
AAPL,2023-09-01,Globalstar taps SpaceX to launch Apple's Emergency SOS satellites,"Globalstar has partnered with SpaceX to launch satellites for Apple's Emergency SOS iPhone feature by 2025, with Apple funding 95% of the costs, including the $64 million launch fee. This agreement is notable given an ongoing regulatory dispute where Globalstar accuses SpaceX of attempting to secure radio spectrum vital for its own satellite services. The Emergency SOS feature, exclusively reliant on Globalstar's network for iPhone 14 and newer models, allows users to connect to satellites for emergency help without cellular or Wi-Fi.",AppleInsider,0.111683,Neutral
AAPL,2023-09-01,IXN: Not A True Global Tech Play,"The iShares Global Tech ETF (IXN) is criticized for its misleading name, as it is heavily concentrated in U.S.-based tech giants like Apple, Microsoft, and Nvidia, comprising nearly two-thirds of its portfolio. Despite its ""global"" designation, over 80% of its holdings are U.S. companies, limiting true international exposure and sector diversification. This article highlights that IXN is not a genuinely global technology investment, potentially making investors vulnerable if they seek diversified international tech exposure.",Seeking Alpha,-0.385057,Bearish
AAPL,2023-09-01,"SAP nabs new global AI head from Microsoft, Walter Sun","SAP has appointed Walter Sun, formerly VP of Copilot Applied Artificial Intelligence at Microsoft, as its new global head of AI. This strategic hire underscores SAP's commitment to prioritizing AI, following recent collaborations with Microsoft and Google Cloud to integrate generative AI into its enterprise offerings. Sun, with his extensive background in AI and machine learning, is tasked with leveraging SAP's broad applications and customer base to transform business operations through innovative AI solutions.",ERP Today,0.260866,Somewhat-Bullish
AAPL,2023-09-05,"Claim Construction – We Agree . . . Or Do We? – One-E-Way, Inc. v. Apple Inc.","This article discusses the Federal Circuit's decision in *One-E-Way v. Apple*, highlighting a dispute over a previously agreed-upon claim construction for ""unique user code."" The case illustrates that even agreed-upon claim constructions can lead to significant disagreements regarding their application to accused products, with Apple successfully arguing that the code must be associated with a user, not just a device. The ruling serves as a cautionary tale for litigants to ensure proposed claim constructions provide absolute clarity and are well-supported by intrinsic evidence.",Crowell & Moring LLP,-0.200601,Somewhat-Bearish
AAPL,2023-09-06,Qualcomm CEO says AI may breathe new life into smartphones: 'It could create a new upgrade cycle',"Qualcomm CEO Cristiano Amon believes artificial intelligence could spark a new upgrade cycle for smartphones, revitalizing a market that saw a significant sales decline in 2022. Amon indicated that the company's upcoming Snapdragon Summit in October would showcase new AI-driven use cases from smartphone manufacturers. Unlike Nvidia's focus on data centers, Qualcomm aims to bring AI capabilities directly to devices, enhancing user experience and driving demand for new models.",CNBC,0.125105,Neutral
AAPL,2023-09-07,India's policy contradictions are making it harder for investors to crack its market,"India's apparent policy contradictions, such as import restrictions on electronics despite efforts to attract foreign investment, are complicating the market for global investors. While Prime Minister Modi's ""Make in India"" initiative and production-linked incentives aim to boost domestic manufacturing and attract companies like Apple and Foxconn, protectionist measures and capital controls create uncertainty. These challenges exist even as India seeks to enhance its global reputation and capitalize on shifting geopolitical alliances and supply chain diversification away from China, potentially limiting its full economic growth and investment appeal.",CNBC,0.136227,Neutral
AAPL,2023-09-07,Nvidia Says It Will Invest In Arm’s IPO After Failed Acquisition,"Nvidia has confirmed its intention to invest in Arm's initial public offering, despite its failed acquisition attempt of the company. The GPU giant was named as a potential ""cornerstone investor"" in Arm's updated IPO filing, alongside other tech companies like Intel, AMD, Apple, and Google. This investment highlights the continued importance of Arm's architecture to Nvidia's products and the broader tech ecosystem.",CRN,0.183543,Somewhat-Bullish
AAPL,2023-09-07,Why Goldman Sachs believes that Spotify will remain the world’s dominant music streaming service in 2030,"Goldman Sachs predicts that Spotify will remain the dominant music streaming service globally through 2030, maintaining its market share around the mid-30% level outside of China. Despite facing competition from larger tech conglomerates and new services like TikTok Music, Spotify's market share outside of China has remained broadly stable since 2017. Goldman Sachs also anticipates YouTube Music will become the second-largest DSP by 2030, surpassing Apple Music, and foresees consolidation among smaller streaming platforms.",Music Business Worldwide,0.128382,Neutral
AAPL,2023-09-08,"Everything Apple Plans to Show on Sept. 12: iPhone 15, Watches, AirPods","Apple Inc. is set to unveil its latest products on September 12, including the iPhone 15 line, new smartwatches, and the latest AirPods. The event is expected to highlight the titanium iPhone 15 Pro, camera improvements, a switch to USB-C chargers, and faster smartwatches. This launch represents Apple's most significant new product unveiling of the year.",Bloomberg.com,0.32289,Somewhat-Bullish
AAPL,2023-09-08,"If You Like SPHQ, Check Out Quality ETFs XMHQ and XSHQ","The article highlights the growing popularity of quality ETFs, specifically discussing the Invesco S&P 500 Quality ETF (SPHQ) and suggesting that investors also consider mid-cap and small-cap quality ETFs like XMHQ and XSHQ for broader exposure. It emphasizes that quality factors are significant across all market capitalizations and details how these Invesco funds select their holdings based on quality scores. The piece also provides insights into the AUM and recent inflows for each ETF, noting the key differences and similarities in how they track quality within their respective market segments.",ETF Trends,0.168801,Somewhat-Bullish
AAPL,2023-09-08,"Self-care products set to grow big; no downtrading in healthcare, says Haleon CEO","Haleon CEO Brian McNamara states that the self-care products market is poised for significant growth, driven by an increased focus on preventive healthcare post-pandemic and consumers' unwillingness to compromise on health. He notes that governments worldwide are also promoting self-care to alleviate pressure on healthcare systems. India is identified as a crucial growth market for Haleon, where the company sees little ""downtrading"" in healthcare products, including brands like Sensodyne.",The Economic Times,0.24093,Somewhat-Bullish
AAPL,2023-09-10,"History of Apple in Photos, From Steve Jobs Era to $3 Trillion","This article chronicles the history of Apple, from its founding by Steve Jobs and Steve Wozniak to its recent achievement of a $3 trillion market cap under Tim Cook. It details key product launches like the Apple II, Macintosh, iPod, and iPhone, as well as leadership changes and challenges such as the recent DOJ lawsuit and declining iPhone sales in China. The article also touches upon Apple's expansion into services and new product categories like the Apple Watch and Vision Pro, alongside its pivot towards generative AI.",Business Insider,-0.038577,Neutral
AAPL,2023-09-11,Paul Jacobs Tapped to Lead Globalstar,"Former Qualcomm Technologies CEO Paul Jacobs has been named the new CEO of Globalstar, coinciding with a licensing agreement that gives Globalstar exclusive access to certain XCOM Labs technologies and personnel. This deal, valued at approximately $63.6 million, aims to leverage Globalstar's terrestrial spectrum with XCOM's high-performance wireless technology. The move is expected to drive innovation in satellite communications and enhance value for Globalstar shareholders.",San Diego Business Journal,0.327282,Somewhat-Bullish
AAPL,2023-09-11,Qualcomm to supply Apple Inc with 5G chips until 2026 under new deal,"Qualcomm has signed a new deal with Apple to supply 5G chips for iPhones until at least 2026, extending their previous agreement which was set to expire this year. While the financial terms are similar to the prior deal, Qualcomm's financial projections assume that only 20% of iPhones will use its chips by 2026, as Apple continues to develop its own modem technology. A patent licensing deal between the companies, signed in 2019, remains in place and could be extended beyond its 2025 expiration.",Business Standard,0.386162,Bullish
AAPL,2023-09-11,"Qualcomm will make Apple’s iPhone modems until 2026, and its stock surges","Qualcomm Inc. will continue to supply modem chips for Apple Inc.’s iPhones until at least 2026. This extended partnership suggests Apple's efforts to develop its own 5G modem chips are progressing slower than anticipated. Following the announcement, Qualcomm's stock (QCOM) experienced a significant surge of approximately 4%.",MarketWatch,0.320001,Somewhat-Bullish
AAPL,2023-09-11,"Qualcomm, Meta Platforms rise; J.M. Smucker, RTX fall, Monday, 9/11/2023","This article details the stock performance of several companies on Monday, September 11, 2023. Qualcomm and Meta Platforms saw their stock prices rise due to specific company news, while J.M. Smucker and RTX experienced declines following significant announcements. Other notable movers include Alibaba, FuelCell Energy, Carlisle Cos., and Freeport-McMoRan.",Quartz,0.05537,Neutral
AAPL,2023-09-11,The hottest back-to-school accessory? A location sharing app,"Location sharing apps are becoming increasingly popular among American families, with Life360 reporting a significant surge in sign-ups this year. While many parents use these apps to track their children for safety, especially as kids gain independence, experts debate whether this constant surveillance truly reduces anxiety or hinders a child's development of self-reliance. Life360's founder, Chris Hulls, was inspired to create the app after Hurricane Katrina highlighted the need for family tracking technology, aiming to provide peace of mind for loved ones.",Fast Company,0.186311,Somewhat-Bullish
AAPL,2023-09-11,The pros and cons of the Vanguard FTSE All-World ex-US ETF (VEU),"The Vanguard FTSE All-World ex-US ETF (VEU) offers extensive geographic and business diversification with over 3,700 holdings and a low annual management fee of 0.08%. While it provides exposure to many strong global companies outside the US, its exclusion of US businesses means it misses out on some top performers like Apple and Microsoft, which have driven higher returns in US-inclusive international ETFs. Despite this, VEU remains a strong choice for investors seeking broad non-US market exposure.",The Motley Fool Australia,-0.08101,Neutral
AAPL,2023-09-12,All else being equal: Making the case for equal-weight ETFs,"This article discusses the advantages and disadvantages of equal-weight ETFs compared to market-cap-weighted ETFs, particularly in the context of the S&P 500's concentration in a few large tech companies. It highlights how equal weighting can manage concentration and valuation risk, offer a value investment style tilt, and increase exposure to smaller, well-established companies. While equal-weight strategies may underperform when market gains are driven by a select few, they can offer diversification benefits and a ""buy-low, sell-high"" approach through rebalancing.",Investment Executive,0.13411,Neutral
AAPL,2023-09-12,Apple Inc. stock outperforms competitors despite losses on the day,"Shares of Apple Inc. (AAPL) fell by 1.71% to $176.30 on Tuesday, despite outperforming competitors on a day that saw general market losses with the NASDAQ Composite Index and Dow Jones Industrial Average also declining. This drop ended Apple's two-day winning streak.",MarketWatch,-0.238763,Somewhat-Bearish
AAPL,2023-09-12,Apple introduces the advanced new Apple Watch Series 9,"Apple introduced the Apple Watch Series 9, featuring the new S9 SiP chip, a brighter display, faster on-device Siri, and a magical new double tap gesture. This release marks Apple's first carbon-neutral products, aligning with its Apple 2030 goal to be carbon neutral across its entire business, manufacturing, and product life cycle by 2030. The new watch also runs watchOS 10 and introduces FineWoven bands as a leather alternative, along with new Nike and Hermès band collections.",Apple,0.637699,Bullish
AAPL,2023-09-12,Apple unveils iPhone 15 Pro and iPhone 15 Pro Max,"Apple has unveiled the iPhone 15 Pro and iPhone 15 Pro Max, featuring a strong and lightweight titanium design, a new customizable Action button, significant camera upgrades, and the A17 Pro chip for enhanced performance and gaming. The new models also support USB-C with faster speeds and introduce new safety features like Roadside Assistance via satellite. Pre-orders begin September 15, with availability starting September 22.",Apple,0.442929,Bullish
AAPL,2023-09-12,"Apple unveils iPhone 15 Pro with titanium case, holds line on prices","Apple announced a new series of iPhones, including the iPhone 15 Pro with a titanium shell and improved features, while maintaining prices despite a global smartphone slump. The launch comes amidst economic uncertainty and increased competition in crucial markets like China. Apple also highlighted new watches and its commitment to becoming carbon neutral.",Reuters,0.028075,Neutral
AAPL,2023-09-12,Apple unveils its first carbon neutral products,"Apple announced its first carbon neutral products, primarily the new Apple Watch lineup, marking significant progress towards its Apple 2030 goal of making every product carbon neutral. The company detailed innovations in design, clean energy use in manufacturing and product use, reduced transportation emissions, and the development of new materials like FineWoven which replaces leather. Apple also introduced a new tool called Grid Forecast to help users choose cleaner energy times for electricity consumption.",Apple,0.518134,Bullish
AAPL,2023-09-12,Trading the Treasury Bond ETF (TLT) in Different Markets,"Historically, the TLT ETF had lower options premiums due to its low implied volatility compared to SPY. However, post-2020 economic changes, including the Fed's interest rate hikes, significantly increased TLT's implied volatility, making selling premium potentially more profitable. Research suggests that while lower-IV environments didn't yield substantial profits, higher-IV periods, especially with management at 21 DTE, show enhanced performance for selling premium in TLT.",tastylive,0.08781,Neutral
AAPL,2023-09-13,"Arm, the Chip Designer, Raises $4.87 Billion in the Year’s Largest I.P.O. (Published 2023)","Arm, the British chip design company, successfully raised $4.87 billion in the largest initial public offering of the year, valuing the company at $54.5 billion. This I.P.O. is a significant event for SoftBank, which acquired Arm in 2016 and aims to capitalize on the tech industry's focus on artificial intelligence, following a failed acquisition bid by Nvidia. Arm's return to public markets under the ticker symbol ARM is being closely watched as a gauge of investor interest in new tech offerings.",The New York Times,0.35699,Bullish
AAPL,2023-09-13,Chipmaker Arm is valued at $55 billion after a blockbuster IPO that is this year's biggest by far,"Arm Holdings successfully priced its IPO at the top of its range, raising $4.87 billion and achieving a valuation of approximately $54.5 billion. This marks the largest listing of the year globally and is expected to invigorate the equity markets and a pipeline of other tech IPOs. SoftBank will retain about 90% ownership after the offering, which saw significant investment from major tech companies like Intel, Apple, and Nvidia.",Fortune,0.331166,Somewhat-Bullish
AAPL,2023-09-13,Netgear's Nighthawk MK93S Mesh Router Arrives As iPhone 15 Readies A Big Wi-Fi 6E Push,"Netgear has launched its Nighthawk MK93S, a tri-band Wi-Fi 6E mesh router system, timed with the release of the iPhone 15 series. This system offers speeds up to 50% faster than its predecessor and covers homes up to 7,500 square feet. Netgear anticipates that the iPhone 15's adoption of Wi-Fi 6E will significantly boost the technology's market presence and consumer adoption.",HotHardware,0.271474,Somewhat-Bullish
AAPL,2023-09-14,Apple: Streamlining Sustainability For Every Buyer's Perfect Product,"Apple is prioritizing sustainability, aiming for all products to be carbon-neutral by 2030, a goal already achieved by the Apple Watch. The company's strategy involves significant emission reductions, increased use of renewable energy, and incorporating recycled materials, ensuring sustainability without compromising product features for consumers. Apple seeks to lead the tech industry towards a more responsible and environmentally conscious future.",Forbes,0.480738,Bullish
AAPL,2023-09-14,Arm climbs 25% in Nasdaq debut after pricing IPO at $51 a share,"Arm Holdings saw its stock jump nearly 25% on its first day of trading on the Nasdaq after pricing its IPO at $51 per share, valuing the company at almost $60 billion. SoftBank, which took Arm private in 2016, retains about 90% of the company's outstanding shares. Despite its high valuation relative to its current growth, Arm's unique royalty-based business model, including revenue from decades-old designs, and its strategic importance in AI and chip design, are key factors in investor interest.",CNBC,0.346094,Somewhat-Bullish
AAPL,2023-09-15,Equal Weight ETF EQL Hits Key Buy Signal,"The article highlights the Alps Equal Sector Weight ETF (EQL) as an intriguing tool to mitigate concentration risk in the S&P 500, particularly due to the dominance of a few tech firms. EQL, an equal-weight ETF, assigns equal weight to each sector and then to stocks within those sectors, offering diversification and strong performance. The fund hit a key buy signal as its price rose above its 50-day simple moving average.",ETF Trends,0.02874,Neutral
AAPL,2023-09-15,Infosys Only Indian Firm On TIME World's 100 Best Companies List,"Infosys is the only Indian company to be featured in the top 100 of TIME Magazine and Statista's World's Best Companies of 2023 list, securing the 64th spot. The ranking, which included 750 companies, was based on revenue growth, employee satisfaction, and ESG data. Seven other Indian companies, including Wipro, Reliance Industries, and HDFC Bank, also made it to the broader list.",NDTV,0.580339,Bullish
AAPL,2023-09-15,Infosys only Indian company in top 100 TIME World's Best Companies list,"Infosys is the sole Indian company to secure a spot in the top 100 of TIME Magazine and Statista's World's Best Companies of 2023 list, ranking 64th. The list evaluates companies based on revenue growth, employee satisfaction, and ESG data. While other Indian companies like Wipro, Mahindra Group, and Reliance Industries were present in the larger list of 750, Infosys stood out for its high growth rate and position among top professional services firms.",Mint,0.342976,Somewhat-Bullish
AAPL,2023-09-15,"Invesco MSCI USA ETF (PBUS) Stock Price, Holdings, Dividend Yield","This article provides a detailed overview of the Invesco MSCI USA ETF (PBUS), including its current stock price, key statistics like PE Ratio and Dividend Yield, and its top holdings as of August 31, 2025. The ETF has a portfolio value of $8.44 billion with top holdings including NVIDIA, Microsoft, Apple, Amazon, and Meta Platforms. It also presents historical performance data and breakdowns of asset allocation and sector exposure.",GuruFocus,0.160752,Somewhat-Bullish
AAPL,2023-09-16,"JPMorgan Global Select Equity ETF ETF Price, Holdings, & News (NASDAQ:JGLO) $JGLO","This article provides details on the JPMorgan Global Select Equity ETF (JGLO), including its current price, holdings, and recent news. The ETF aims for long-term capital appreciation by investing in global equities across various market capitalizations, integrating ESG factors. Key statistics, expense ratios, major shareholders, and top holdings like NVIDIA and Microsoft are highlighted.",MarketBeat,0.021093,Neutral
AAPL,2023-09-17,"I Can't Stop Thinking About How Awkward Apple's 'Mother Nature' Ad Was, and I Finally Figured Out Why","The author discusses Apple's ""Mother Nature"" ad featuring Octavia Spencer and Tim Cook, which aired during the iPhone keynote. While initially perceived as cringe-worthy and unfunny, the author concludes that the ad was effective in highlighting Apple's environmental efforts and contrasting them with competitors, even if it wasn't a comedic success. The ad addressed skepticism about Apple's carbon-neutral goals, particularly regarding the use of carbon credits, by having the ""Mother Nature"" character voice those criticisms.",Inc.com,0.201692,Somewhat-Bullish
AAPL,2023-09-18,Everything we know so far about Project Mugen,"Project Mugen, an urban open-world RPG developed by NetEase, has generated significant buzz since its trailer release on August 24th, 2023. The game features an anime-inspired art style, a futuristic setting where humans and the supernatural coexist, team-based combat with unique characters, and multiple traversal options like parkour and wall climbing. While pre-registrations are open, a definitive release date for PlayStation, PC, Android, and iOS platforms has not yet been announced.",Pocket Gamer,0.271408,Somewhat-Bullish
AAPL,2023-09-18,SK Telecom to unveil call recording service for iPhones,"SK Telecom plans to introduce a call recording service for iPhone users through its AI app, A dot, coinciding with the iPhone 15 launch in Korea. This will address a long-standing disadvantage for iPhone users in Korea, as Samsung Galaxy phones already offer this feature natively. The company also intends to bring call summary functions to iOS users, which are currently available for Android.",Korea JoongAng Daily,0.257153,Somewhat-Bullish
AAPL,2023-09-19,Why U.S. Bancorp is investing in the static point of sale,"U.S. Bancorp's Elavon unit is investing in dedicated payment terminal technology through its talech Terminal system, despite the rise of softPOS solutions that turn smartphones into payment terminals. Elavon believes there's a significant demand for terminals that offer comprehensive business management tasks alongside payment acceptance, minimizing IT complexity and upfront costs for small businesses. While supporting softPOS, Elavon argues that dedicated devices provide greater control over software, offer more value-added services, and better cater to certain merchant needs, including longer battery life and a streamlined user interface.",American Banker,0.188263,Somewhat-Bullish
